bd_swab_id,qpcr_plate_id,average_ct,average_target_quant,standard,qpcr_date,qpcr_lab
POS EXTRACT CONTROL,SERDP_161_03202020,25.422,8918.8,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
POS EXTRACT CONTROL,SERDP_161_03202020,25.422,8918.8,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
POS EXTRACT CONTROL,SERDP_161_03202020,25.422,8918.8,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190330-27-PA01-LISY,SERDP_161_03202020,31.992,34.22800000000001,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190405-01-PA03-LIPI,VS19-04plate2field reapeated 11.05.2019,22.94602585,7864.160000000001,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190405-02-PA03-ANAM,SERDP_161_03202020,36.258,1.388,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190407-03-PA03-PSCR,SERDP_161_03202020,36.319,1.325,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190407-12-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,36.10284424,0.266,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190407-14-PA01-ANAM,VS19-04plate2field reapeated 11.05.2019,36.20578003,0.246,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190407-15-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,26.26553726,585.913,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190407-16-PA01-PLCI,VS19-04plate2field reapeated 11.05.2019,37.10021973,0.122,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190407-19-PA01-AMMA,VS19-04plate2field reapeated 11.05.2019,35.87960052,0.317,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190407-28-PA01-ANAM,VS19-04plate2field reapeated 11.05.2019,34.94324875,0.6599999999999999,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190408-01-PA01-LICL,VS19-04plate2field reapeated 11.05.2019,33.34699249,2.3009999999999997,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190408-01-PA03-LIPI,VS19-04plate2field reapeated 11.05.2019,35.91987228,0.307,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190408-07-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,30.84298706,16.316000000000003,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190408-10-PA01-PSCR,VS19-04plate2field reapeated 11.05.2019,31.72130966,8.206999999999999,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190408-12-PA01-PSCR,VS19-04plate2field reapeated 11.05.2019,34.44054794,0.978,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190408-16-PA01-LICL,VS19-04plate2field reapeated 11.05.2019,25.88555145,788.742,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190408-17-PA01-LICL,VS19-04plate2field reapeated 11.05.2019,29.35836601,52.123000000000005,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190408-19-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,33.5408287,1.977,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190412-01-PA01-LICL,VS19-04plate2field reapeated 11.05.2019,36.04780197,0.278,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190412-03-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,34.16797256,1.21,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-01-PA01-AMMA,VS19-04plate2field reapeated 11.05.2019,34.84901428,0.71,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-01-PA03-HYVE,SERDP_161_03202020,37.199,0.6839999999999999,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190414-02-PA01-AMMA,VS19-04plate2field reapeated 11.05.2019,33.6583786,1.803,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-04-PA01-AMMA,VS19-04plate2field reapeated 11.05.2019,36.23695374,0.24,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-11-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,35.41335678,0.457,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-16-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,36.90055466,0.14300000000000002,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-22-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,36.38577652,0.214,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-24-PA01-LISY,VS19-04plate2field reapeated 11.05.2019,32.74412155,3.687,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-37-PA01-LICL,VS19-04plate2field reapeated 11.05.2019,26.44840622,507.811,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-38-PA01-ANAM,VS19-04plate2field reapeated 11.05.2019,35.63124466,0.385,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-39-PA01-PSCR,VS19-04plate2field reapeated 11.05.2019,27.18802261,284.71799999999996,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-41-PA01-PSCR,VS19-04plate2field reapeated 11.05.2019,33.69481659,1.753,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-43-PA01-PSCR,VS19-04plate2field reapeated 11.05.2019,36.19686127,0.24800000000000005,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
190414-45-PA01-ANAM,SERDP_161_03202020,36.625,1.104,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190414-48-PA01-LICL,SERDP_161_03202020,33.873,8.486,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190601-04-PA03-ANAM,SERDP_161_03202020,26.784,1713.07,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190601-08-PA03-ANAM,SERDP_161_03202020,31.564,47.212,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190610-02-PA03-ANAM,SERDP_161_03202020,28.567,448.521,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190625-22-PA01-LISY,QPCR plate13,34.41254044,5.666336059999999,plasmid-pisces,2019-10-22T00:00:00Z,rz_lab
190629-12-PA01-LICL,qPCRplates 10 and 11,31.37881279,167.33863830000004,plasmid-pisces,2019-10-14T00:00:00Z,rz_lab
190706-20-PA03-LIPI,SERDP_161_03202020,36.899,0.8570000000000001,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190711-11-PA01-LISY,SERDP_161_03202020,35.25,2.96,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190716-17-PA03-ANAM,SERDP_161_03202020,34.558,4.976000000000001,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190717-11-PA01-LICL,SERDP_161_03202020,34.403,5.591,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
POS EXTRACT CONTROL,VS19-04plate2field reapeated 11.05.2019,23.87915802,3789.8,plasmid-pisces,2019-11-05T00:00:00Z,rz_lab
POS EXTRACT CONTROL,QPCR plate11,26.35316086,3974.020508,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190328-07-PA10-LISY,QPCR plate11,33.58049011,25.66429901,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190328-08-PA10-LICL,QPCR plate11,34.25090027,16.0765667,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190328-13-PA10-PSCR,QPCR plate11,38.77764511,0.683246017,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190328-20-PA10-PSCR,QPCR plate11,38.17984772,1.036839128,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190328-26-PA10-LIPI,QPCR plate11,30.22877121,266.01705929999997,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190330-21-PA09-LIPI,QPCR plate11,30.34525681,245.2528381,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190330-23-PA09-LIPI,QPCR plate11,27.07224464,2406.277588,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190330-24-PA09-LIPI,QPCR plate11,32.30921936,62.3057251,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190330-25-PA09-LIPI,QPCR plate11,25.90679359,5426.010254000001,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190419-04-PA10-PSCR,QPCR plate11,35.90729141,5.0617675779999995,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190419-06-PA10-PSCR,QPCR plate11,36.79928207,2.716605424999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190419-09-PA10-PSCR,QPCR plate11,38.92793655,0.615231276,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190419-10-PA10-PSCR,QPCR plate11,32.52516937,53.59132767,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190419-11-PA10-PSCR,QPCR plate11,33.81936264,21.72452926999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190419-21-PA10-ANAM,QPCR plate11,37.89558411,1.264282227,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190419-22-PA10-ANAM,QPCR plate11,32.23394775,65.6652298,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190419-31-PA10-ANAM,QPCR plate11,33.31288147,30.93253899,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
POS EXTRACT CONTROL,QPCR plate10,26.74236679,4752.488769999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190329-01-PA11-LICL,QPCR plate10,26.8541317,4409.532227000001,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190329-02-PA11-LICL,QPCR plate10,26.68395805,4942.203613,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190329-03-PA11-LICL,QPCR plate10,30.91600418,289.8722534,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190329-11-PA11-PSCR,QPCR plate10,27.42890167,2999.9143070000005,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-01-PA01-AMMA,QPCR plate10,36.83440018,5.491483688000001,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-09-PA01-AMMA,QPCR plate10,37.67059326,3.135596991,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-10-PA01-LICL,QPCR plate10,27.03610039,3903.296387,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-10-PA03-ANAM,QPCR plate10,31.03508568,267.6385192999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-11-PA01-LICL,QPCR plate10,31.64945221,177.31300349999998,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-12-PA01-LICL,QPCR plate10,34.51763535,25.94009018,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-13-PA03-ANAM,QPCR plate10,29.76875305,625.3279418999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-14-PA01-LICL,QPCR plate10,33.38314438,55.48286819,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-15-PA01-LICL,QPCR plate10,30.04703712,518.9371947999998,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-16-PA01-LICL,QPCR plate10,32.77983856,83.12808989999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-17-PA01-LICL,QPCR plate10,35.43636322,14.01460075,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-18-PA01-LICL,QPCR plate10,32.70469666,87.42133331,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-19-PA01-LICL,QPCR plate10,32.62192154,92.40781403,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-20-PA01-LICL,QPCR plate10,30.00652313,533.2196655,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-21-PA01-ANAM,QPCR plate10,37.78721237,2.899872302999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-22-PA01-ANAM,QPCR plate10,37.03035355,4.815690041,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-23-PA01-ANAM,QPCR plate10,32.33858871,111.7303467,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190806-24-PA01-ANAM,QPCR plate10,37.38977051,3.784880638,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-01-PA03-PSCR,QPCR plate10,38.51749802,1.7775967119999996,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-02-PA01-LICL,QPCR plate10,36.89927673,5.257844447999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-02-PA03-PSCR,QPCR plate10,36.25564957,8.093417168,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-03-PA01-LICL,QPCR plate10,35.276577,15.598601339999998,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-04-PA03-ANAM,QPCR plate10,36.06251526,9.211759567,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-05-PA01-LICL,QPCR plate10,34.97609711,19.07825661,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-05-PA03-ANAM,QPCR plate10,34.35555267,28.91643715,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-06-PA01-LICL,QPCR plate10,20.15965271,391547.2813,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-06-PA03-ANAM,QPCR plate10,38.62211227,1.657241583,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-07-PA01-LICL,QPCR plate10,34.07873535,34.810554499999995,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-08-PA01-LICL,QPCR plate10,27.4340229,2989.63623,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-09-PA01-LICL,QPCR plate10,31.88892365,151.0232239,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-10-PA01-LICL,QPCR plate10,25.17859077,13553.44238,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-10-PA03-LIPI,QPCR plate10,30.02172089,527.8164672999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-11-PA01-ANAM,QPCR plate10,31.77632141,162.8605804,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190807-11-PA03-LIPI,QPCR plate10,35.62423706,12.356659890000005,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190808-01-PA01-LICL,QPCR plate10,28.61810875,1352.062012,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190808-01-PA03-ANAM,QPCR plate10,30.79920769,313.4726257,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190808-02-PA01-LICL,QPCR plate10,27.53261375,2798.491699,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190808-03-PA01-LICL,QPCR plate10,33.02197647,70.67647551999998,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190808-03-PA03-ANAM,QPCR plate10,39.75343323,0.7764634489999999,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190808-04-PA01-LICL,QPCR plate10,34.01984787,36.21177673,plasmid-pisces,2019-10-11T00:00:00Z,rz_lab
190706-24-PA01-LICL,SERDP_161_03202020,24.48,9672.49,plasmid-pisces,2020-03-20T00:00:00Z,rz_lab
190814-26-VT04-AMMA,SERDP_145_101619,37.42934036,10.62554932,plasmid-pisces,2019-10-16T00:00:00Z,rz_lab
190814-07-VT04-LICL,SERDP_148_102419,36.4352684,8.056641579000003,plasmid-pisces,2019-10-24T00:00:00Z,rz_lab
POS EXTRACT CONTROL,SERDP_131_091619,26.34544563,8404.826172,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-44-PA02-LICA,SERDP_131_091619,36.37378693,11.51901245,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-45-PA02-LICA,SERDP_131_091619,31.62913513,260.6296082,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-46-PA02-LICA,SERDP_131_091619,28.14659691,2572.148926,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-47-PA02-LICA,SERDP_131_091619,35.07613754,27.03317261,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-48-PA02-LICA,SERDP_131_091619,31.96531868,208.95011900000003,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-49-PA02-LICA,SERDP_131_091619,29.80678368,863.5930176,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-51-PA02-LICL,SERDP_131_091619,32.24078369,174.3398895,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-52-PA02-LICL,SERDP_131_091619,35.24192429,24.241781229999997,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-53-PA02-LICL,SERDP_131_091619,33.39281464,81.75030518,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-55-PA02-LICL,SERDP_131_091619,29.68323517,936.6611328,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-56-PA02-LICL,SERDP_131_091619,39.88165283,1.147920489,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-57-PA02-LICL,SERDP_131_091619,28.36408043,2229.482422,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-58-PA02-LICL,SERDP_131_091619,36.58607864,10.01856422,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-59-PA02-LICL,SERDP_131_091619,30.02793694,746.7399292,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190522-61-PA02-LICL,SERDP_131_091619,33.53007889,74.69647979999999,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-01-PA02-LICL,SERDP_131_091619,37.62824249,5.049698353000001,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-03-PA02-LICL,SERDP_131_091619,36.70086288,9.290398598,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-04-PA02-LICL,SERDP_131_091619,33.9703598,55.92409897,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-05-PA02-LICL,SERDP_131_091619,37.24685287,6.488629818000001,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-07-PA02-LICL,SERDP_131_091619,34.73246002,33.88579559,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-08-PA02-LICL,SERDP_131_091619,34.69973373,34.622715000000014,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-09-PA02-LICL,SERDP_131_091619,36.23904037,12.58594131,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-10-PA02-LICL,SERDP_131_091619,36.93264389,7.977381706,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-11-PA02-LICL,SERDP_131_091619,33.19327164,93.2093277,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-12-PA02-LICL,SERDP_131_091619,36.17557526,13.12215424,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-14-PA02-LICL,SERDP_131_091619,33.69788361,66.89467621,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-18-PA02-LICL,SERDP_131_091619,36.95124435,7.880429745000001,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-19-PA02-LICL,SERDP_131_091619,31.98217392,206.6476288,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-22-PA02-LICL,SERDP_131_091619,33.79724121,62.66495514000001,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-23-PA02-LICL,SERDP_131_091619,30.3098278,620.4244385000001,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-26-PA02-LICL,SERDP_131_091619,36.19532013,12.95292664,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-30-PA02-HYVE,SERDP_131_091619,34.32778931,44.21321106,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-34-PA02-HYVE,SERDP_131_091619,37.77347565,4.5898771289999996,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-35-PA02-HYVE,SERDP_131_091619,30.45205688,565.0438843000001,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-37-PA02-LICA,SERDP_131_091619,32.41759872,155.20857239999998,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-38-PA02-LICA,SERDP_131_091619,33.65658951,68.73549652,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-39-PA02-LICA,SERDP_131_091619,33.25842667,89.30123138,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190619-40-PA02-LICA,SERDP_131_091619,32.25076294,173.19990539999998,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190623-01-PA04-LICA,SERDP_131_091619,34.65291214,35.70497894000001,plasmid-pisces,2019-09-16T00:00:00Z,rz_lab
190211-02-LA01-EUQU,SERDP_128_082819,29.5921669,1520.714478,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-13-LA05-LISP,SERDP_128_082819,24.50144386,44499.40625000001,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-14-LA05-LISP,SERDP_128_082819,35.20873642,36.66730118,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-16-LA05-LICL,SERDP_128_082819,31.16370201,536.2786865000002,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-18-LA05-LICL,SERDP_128_082819,27.96384621,4477.762695,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-20-LA05-LICL,SERDP_128_082819,36.46369171,15.95173168,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-21-LA05-LICL,SERDP_128_082819,35.5208168,29.81184387,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-26-LA05-LICL,SERDP_128_082819,25.51255417,22757.210939999997,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-27-LA05-PSFO,SERDP_128_082819,31.82342529,346.23193359999993,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-29-LA05-PSFO,SERDP_128_082819,34.65335083,52.99677277000001,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190211-30-LA05-PSFO,SERDP_128_082819,35.5820694,28.62503052,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-01-LA03-EUQU,SERDP_128_082819,25.30530548,26110.423830000003,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-04-LA03-EUQU,SERDP_128_082819,37.46498108,8.211101531999999,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-05-LA03-EUQU,SERDP_128_082819,35.25530624,35.55209351,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-06-LA03-EUQU,SERDP_128_082819,33.29315948,130.62677,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-07-LA02-LISP,SERDP_128_082819,32.44219208,229.689209,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-08-LA02-LICA,SERDP_128_082819,31.69593239,376.7814636,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-09-LA02-LICA,SERDP_128_082819,37.78296661,6.649828911,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-10-LA02-LICA,SERDP_128_082819,35.21572495,36.4977417,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-11-LA02-LICA,SERDP_128_082819,29.59335136,1519.520264,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190212-12-LA02-LICA,SERDP_128_082819,31.9835968,311.3379822,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190215-02-LA02-ACBL,SERDP_128_082819,33.97226334,83.25809479,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190215-03-LA02-ACBL,SERDP_128_082819,26.13723373,15037.97754,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190215-04-LA02-ACBL,SERDP_128_082819,30.93447876,624.3309326,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190215-20-LA01-LICA,SERDP_128_082819,38.56505966,3.958587885,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190215-23-LA01-LICL,SERDP_128_082819,36.77159119,13.00534916,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190215-24-LA01-LICL,SERDP_128_082819,34.27801132,67.97674561,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190215-25-LA01-HYCI,SERDP_128_082819,33.4785614,115.5127487,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190219-05-LA03-LICA,SERDP_128_082819,34.97431564,42.83515167,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190220-01-LA04-PSCR,SERDP_128_082819,32.65877914,198.9554901,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190220-02-LA04-PSCR,SERDP_128_082819,24.37955666,48246.07422,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190220-03-LA04-PSCR,SERDP_128_082819,33.50858688,113.2352219,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190220-04-LA04-PSCR,SERDP_128_082819,26.37220573,12867.94727,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190220-05-LA04-PSCR,SERDP_128_082819,27.32720375,6830.246582,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190220-07-LA04-ANFO,SERDP_128_082819,28.18853951,3857.816162000001,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190220-09-LA04-HYCI,SERDP_129_082819,36.76411819,3.1540112500000004,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190220-10-LA04-LICL,SERDP_129_082819,38.12440109,1.241287827,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-01-LA02-HYCI,SERDP_129_082819,29.7180748,395.0473633,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-02-LA02-HYCI,SERDP_129_082819,38.26167297,1.129804134,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-03-LA02-LICA,SERDP_129_082819,27.43481255,1889.880249,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-04-LA02-LICA,SERDP_129_082819,26.83979988,2841.741943,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-05-LA02-LICA,SERDP_129_082819,23.293396,32317.599609999997,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-06-LA02-LICA,SERDP_129_082819,37.95335388,1.39571774,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-07-LA02-LICA,SERDP_129_082819,24.42593765,14868.00488,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-08-LA02-LICA,SERDP_129_082819,26.47942162,3638.1315920000006,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-09-LA02-LICA,SERDP_129_082819,26.86589813,2791.3515630000006,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-10-LA02-LISP,SERDP_129_082819,25.57019043,6785.464844,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-11-LA02-LISP,SERDP_129_082819,19.95443726,318809.93750000006,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-12-LA02-LISP,SERDP_129_082819,29.25817299,541.4689940999999,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-13-LA02-LISP,SERDP_129_082819,23.48489761,28341.58984,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-14-LA02-LISP,SERDP_129_082819,24.64173889,12823.40039,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-15-LA02-LISP,SERDP_129_082819,24.59351921,13254.37988,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-16-LA02-LISP,SERDP_129_082819,25.98157883,5117.98291,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-17-LA02-LISP,SERDP_129_082819,21.23012352,132962.0313,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
190222-18-LA02-LISP,SERDP_129_082819,19.83771515,345368.6875,plasmid-pisces,2019-08-28T00:00:00Z,rz_lab
